city_state,name,year,move_total_year,move_same_county,move_diff_county,move_diff_state,move_from_abroad,total_ed_attn_pop_25up,total_ed_attn_less_than_high,total_ed_attn_high,total_ed_attn_some_coll_assoc,total_ed_attn_bach,total_ed_attn_grad,diff_county_ed_attn_pop_25up,diff_county_ed_attn_less_than_high,diff_county_ed_attn_high,diff_county_ed_attn_some coll_assoc,diff_county_ed_attn_bach,diff_county_ed_attn_grad,diff_state_ed_attn_pop_25up,diff_state_ed_attn_less_than_high,diff_state_ed_attn_high,diff_state_ed_attn_some_coll_assoc,diff_state_ed_attn_bach,diff_state_ed_attn_grad,from_abroad_ed_attn_pop_25up,from_abroad_ed_attn_less_than_high,from_abroad_ed_attn_high,from_abroad_ed_some_coll_assoc,from_abroad_ed_bach,from_abroad_ed_grad
"Jacksonville city, Florida",Jacksonville,2010,812641,13.3,3.2,3.1,0.5,540786,66611,162155,183061,91783,37176,2,1.7,1.9,2.3,1.7,2.2,2.8,1.9,2.6,3.4,2.5,3,0.6,0.8,0.3,0.6,0.9,0.3
"Jacksonville city, Florida",Jacksonville,2011,816038,12.7,2.3,2.9,0.4,546183,67815,165484,179321,91676,41887,2,1.7,1.7,2.1,3.2,1,2.5,2.1,2.3,2.4,2.6,3.7,0.3,0.6,0.2,0.1,0.8,0.2
"Jacksonville city, Florida",Jacksonville,2012,825648,13,2.4,2.6,0.8,554106,70748,163024,178273,99994,42067,2,1.7,1.5,2.2,3.1,1.3,2.5,1.6,2.5,2.2,3.6,3,0.7,2.2,0.3,0.3,1.1,0.2
"Jacksonville city, Florida",Jacksonville,2013,830415,12.5,3.2,2.9,0.4,562191,61540,161770,188067,104486,46328,2.9,2.8,2.2,2.6,3.7,4.6,2.3,1.3,2.5,1.8,3.2,2.5,0.4,1,0.3,0.2,0.4,0.6
"Jacksonville city, Florida",Jacksonville,2014,840567,14.2,2.6,3.4,0.5,570520,64968,171680,191724,96204,45944,2.1,2.1,2.1,1.8,2.5,2.6,3.3,3.6,2.4,3.4,2.9,7.3,0.5,0.7,0.4,0.3,0.5,1.5
"Jacksonville city, Florida",Jacksonville,2015,856748,13.6,2.6,3.2,0.7,583153,67614,164747,189501,111030,50261,2.4,3,1.8,2.1,2,4.7,2.9,2.1,2,3.5,3.3,3.7,0.6,1,0.5,0.5,0.5,1
"Jacksonville city, Florida",Jacksonville,2016,867624,12.6,2.4,3.5,1.1,595236,69012,165594,194410,115064,51156,2,1.8,1.9,2,2.1,2.8,3.1,1.5,2,4.1,3.3,5.1,1,1.2,0.6,0.5,2.2,1.4
"Jacksonville city, Florida",Jacksonville,2017,878097,13.2,2.3,2.9,1,606913,62812,174377,198942,116687,54095,1.9,2.2,1.8,1.7,1.7,2.5,2.7,1.3,1.5,3.2,4,3.8,0.9,0.7,0.5,1.2,1.4,1
"Jacksonville city, Florida",Jacksonville,2018,892080,13,2.3,2.6,0.7,615715,64373,179735,193723,113392,64492,2.1,1.4,2.2,2.5,1.7,1.7,2.6,0.9,2.4,2.4,2.9,4.5,0.7,0.5,0.4,0.5,1,2
"Jacksonville city, Florida",Jacksonville,2019,899706,12,3.2,2.9,0.5,624232,62263,182477,197623,120333,61536,2.8,3.8,1.8,3.2,2.5,3.9,2.6,3.3,2.8,2.4,2,3.1,0.5,0.9,0.3,0.3,0.8,0.6
"Kansas City city, Missouri",Kansas City,2010,453777,11.3,3.5,4.3,0.3,302649,39372,78026,94906,55581,34764,2.7,2.2,2.8,1.9,4.6,2.2,4.5,1.5,4.2,5.7,5.2,4.3,0.4,1.2,0.2,0.3,0.4,0.3
"Kansas City city, Missouri",Kansas City,2011,456341,13.4,3.8,4.4,0.4,308335,41116,74696,93194,62863,36466,3.1,3,3.4,3.4,2.5,2.6,3.9,1.5,2.2,4.7,5.1,6,0.4,0.4,0.1,0,0.8,0.9
"Kansas City city, Missouri",Kansas City,2012,458373,11.1,3.2,3.8,0.4,306907,33864,84716,89521,62035,36771,3.2,3,2.8,3.5,4,2.1,3.3,3.5,2.1,2.6,4.4,5.9,0.5,0.2,0.4,0.7,0.6,0.6
"Kansas City city, Missouri",Kansas City,2013,459480,11.3,4.1,4.9,0.4,315053,36531,83135,96421,62290,36676,3.6,2.4,4.6,3.8,3.4,2,4.5,2.4,3.3,4.7,5.9,6.3,0.4,0.4,0.3,0.2,0.2,1.3
"Kansas City city, Missouri",Kansas City,2014,463890,10.9,3.3,3.9,0.5,314015,34339,86180,93975,61998,37523,2.8,3.2,1.4,3.5,3.1,3.9,3.4,1.8,2.3,3.3,5.3,4.2,0.3,1,0.2,0.2,0.3,0.6
"Kansas City city, Missouri",Kansas City,2015,469420,11,3.3,4.4,0.4,321405,36368,83734,94286,66465,40552,3,2.5,2.4,3,3.8,3.7,4.2,3.3,1.9,4.5,4.6,8.4,0.4,0.1,0.2,0.6,0.1,0.9
"Kansas City city, Missouri",Kansas City,2016,476199,9.8,3.6,4,0.5,324605,32397,84681,93403,73547,40577,3.1,2.5,2.3,2.7,4.9,3.1,4.1,0.8,3.2,5.1,4.7,5.3,0.4,0.7,0.1,0.1,0.9,0.7
"Kansas City city, Missouri",Kansas City,2017,481104,11.7,2.9,4.3,0.5,332935,36028,84658,97978,69206,45065,2.6,2.2,2,2.8,3,2.9,3.5,3.1,2.2,2.5,5.4,5.4,0.5,1.2,0.2,0.1,1.1,0.7
"Kansas City city, Missouri",Kansas City,2018,485511,8.4,3.2,4.2,0.2,334081,31875,81770,102416,75057,42963,2.3,1.2,2,2.3,3.1,2.6,3.5,1.7,2.5,3.1,5,5.5,0.2,0,0.1,0.1,0.5,0.1
"Kansas City city, Missouri",Kansas City,2019,489995,9.5,2.9,5.2,0.6,340306,29781,89858,97327,79700,43640,2.5,2,2.3,2.9,2.9,1.7,4.9,3.1,2.9,5.8,5.8,6.4,0.5,0.6,0.3,0.2,0.6,1.1
"Las Vegas city, Nevada",Las Vegas,2010,575534,19.7,0.3,3.5,0.9,388399,68973,117612,123027,52168,26619,0.2,0.3,0.2,0.2,0.3,0,3.4,2.9,2.7,3.7,4.2,4.3,0.8,0,0.8,1.3,0.3,1.5
"Las Vegas city, Nevada",Las Vegas,2011,582173,22.4,0.1,4.4,0.5,388384,67385,116780,119470,56766,27983,0.1,0.1,0.1,0.1,0.1,0,4.7,1.6,5.1,6,5.2,4.1,0.6,0.4,0.9,0.2,0.8,0.5
"Las Vegas city, Nevada",Las Vegas,2012,588099,18.9,0.2,4.4,0.7,397255,66210,114040,130584,55653,30768,0.3,0,0.4,0.5,0.1,0,4.4,2.5,4.2,4.5,5,7,0.7,0.6,0.2,0.7,1.7,1
"Las Vegas city, Nevada",Las Vegas,2013,597206,18,0.2,4.3,0.7,400684,68344,117030,129464,55750,30096,0.1,0,0.2,0,0,0.6,4.8,4.5,3.5,5.1,6.6,5.2,0.8,1,0.4,0.8,1.7,0.6
"Las Vegas city, Nevada",Las Vegas,2014,605351,16.3,0.1,4.2,0.6,404258,68271,116841,130754,58614,29778,0.1,0,0.1,0.3,0,0,4.2,2,3.5,3.9,5.7,9.6,0.5,1,0.5,0.2,0.8,0.5
"Las Vegas city, Nevada",Las Vegas,2015,617053,15.6,0.1,4.7,0.5,419673,69542,114094,139707,63344,32986,0.1,0,0.2,0.1,0.1,0,4.8,4.1,4.7,4.6,6.6,4.5,0.5,0.6,0.5,0.5,0.5,0.7
"Las Vegas city, Nevada",Las Vegas,2016,624769,14.9,0.2,4.2,0.6,425318,68210,119435,140045,65757,31871,0.2,0.2,0.2,0.2,0.3,0,4.2,2.4,3.7,4.3,6.1,5.4,0.5,0.6,0.6,0.2,0.7,0.5
"Las Vegas city, Nevada",Las Vegas,2017,633800,12.4,0.2,4.3,0.7,441667,64748,126514,139742,70886,39777,0.2,0.1,0.1,0.2,0.4,0,4.1,2.8,3.6,4,5.7,5.2,0.8,0.9,0.2,0.9,1.8,0.3
"Las Vegas city, Nevada",Las Vegas,2018,635560,12.2,0.5,4.3,0.7,437757,67598,122746,140721,69108,37584,0.4,0.8,0.3,0.3,0.4,0,4.2,2.4,4,4.4,6.3,3.9,0.7,0.7,0.3,0.6,1.6,0.5
"Las Vegas city, Nevada",Las Vegas,2019,644570,13.4,0.1,4.1,0.6,440508,71289,122046,136504,71326,39343,0.2,0.2,0,0,0.6,0.2,3.8,2.3,2.5,3.4,6.1,7.3,0.6,1.2,0.2,0.4,1,1.3
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2010,591153,10.1,1.5,1.9,0.5,398548,55837,115507,118151,65372,43681,1.2,2.1,1.2,1.1,1.2,0.6,1.8,0.8,1.3,2.3,1.8,2.9,0.3,0.9,0.5,0.1,0.2,0.2
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2011,593099,10.2,1.3,2.2,0.3,403335,54758,123768,118847,60271,45691,1,1.4,0.5,1.3,1.1,0.4,2,2.4,1,1.9,2.2,3.9,0.2,0.2,0.4,0.1,0,0.5
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2012,597617,10.1,1.6,2.3,0.6,407429,50876,123479,121882,67269,43923,1.4,1.8,0.8,2.2,0.5,1.2,2.1,2.1,1.6,2.3,2.7,2.3,0.6,0.7,0.7,0.4,0.7,0.8
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2013,602214,9.8,2.8,1.7,0.5,413118,54262,119512,126739,64422,48183,2.2,4.9,1.5,1.9,2.1,1.7,1.4,0.5,0.6,1.5,2.8,2.6,0.6,1,0.4,0.4,0.5,0.7
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2014,604260,11.9,1.9,1.9,0.5,412536,51822,118251,125813,66323,50327,1.2,1.9,1.2,0.9,1.1,1.3,2,1.7,1,1.3,4.1,3.4,0.5,0.6,0.4,0.3,0.5,1.1
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2015,606497,9.8,2.4,1.9,0.2,417075,43862,122882,124838,75484,50009,1.9,1.9,1.7,2.4,1.5,1.5,1.6,2,1,1.3,2.1,2.9,0.1,0.3,0.2,0,0.1,0.3
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2016,608086,13,2.4,1.9,0.2,422040,47947,116593,137591,72336,47573,1.7,1.5,1.9,1.8,1.6,1.3,1.7,0.4,1,2,2.6,2.8,0.2,0.4,0.3,0.1,0.3,0.1
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2017,614680,11.5,1.8,2.1,0.5,421939,41850,125075,128701,75434,50879,1.3,1.5,1.5,0.9,1.8,1,1.7,0.1,0.7,1.5,3.3,3.5,0.5,0.4,0.1,0.2,0.8,1.6
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2018,611711,11.8,1.6,2.1,0.2,424902,46753,118248,130628,76102,53171,1.1,0.8,0.9,1,1.6,1.6,2,2.3,0.9,1.8,3.3,2.9,0.3,0.5,0.3,0.1,0.1,0.3
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville,2019,610948,11.2,1.5,2.6,0.2,426602,40103,122507,127792,84202,51998,1.3,0.6,1.5,1.6,1,1.4,2.4,1,1.6,1.6,4.1,4.3,0.2,0.2,0.1,0.1,0.8,0
"Memphis city, Tennessee",Memphis,2010,639074,16.4,0.8,2.4,0.3,408280,69086,125730,119648,59352,34464,0.6,0.1,1,0.7,0.5,0.2,2.4,0.9,2.3,3,2.9,3.2,0.3,0,0.1,0,1,1
"Memphis city, Tennessee",Memphis,2011,643966,17.5,0.7,2.5,0.4,412688,68310,124367,118797,68189,33025,0.7,0.5,0.7,0.8,0.5,1.8,2.3,0.9,2.1,2.4,3.1,3.7,0.3,0.1,0.4,0.3,0.4,0.7
"Memphis city, Tennessee",Memphis,2012,644689,14.8,1,3,0.5,414812,71233,121068,123723,61442,37346,0.8,0.2,1.1,0.7,0.8,1.3,2.5,1.6,1.9,2.9,3.2,3.9,0.4,0.6,0.2,0.2,0.3,0.8
"Memphis city, Tennessee",Memphis,2013,642845,15.7,0.7,2.7,0.4,414390,72452,115219,121844,64770,40105,0.5,0.6,0.4,0.3,0.8,1,2.3,1,2.2,2.5,3.1,2.7,0.3,0.4,0.2,0,0.5,0.8
"Memphis city, Tennessee",Memphis,2014,649380,15.6,0.8,3.2,0.3,418300,65438,132816,117930,61709,40407,0.8,0.8,0.8,0.4,0.9,1.2,3,2.1,2.1,3.6,5,2.4,0.4,0.9,0.1,0.1,0.4,1.2
"Memphis city, Tennessee",Memphis,2015,646507,13.1,0.9,2.9,0.5,422148,67476,129393,119973,63783,41523,0.7,1.7,0.4,0.6,0.9,0.5,2.6,1.3,1.7,3.6,4,1.9,0.3,0.4,0.2,0.2,0.8,0.1
"Memphis city, Tennessee",Memphis,2016,644105,14.6,1,2.1,0.3,418606,60175,118867,132256,63895,43413,0.9,1.4,0.8,0.9,0.9,0.9,2,2.2,1.2,1.3,2.6,5.3,0.2,0.5,0,0.1,0.1,0.5
"Memphis city, Tennessee",Memphis,2017,645006,12.5,1,2.4,0.3,417951,61025,131606,117897,62859,44564,0.7,0.7,0.4,1,0.7,1,2.2,1.6,1.5,2.7,1.7,4.5,0.3,0.2,0.3,0.3,0.4,0
"Memphis city, Tennessee",Memphis,2018,640895,10.6,0.4,2.5,0.4,421370,60675,134933,115210,69080,41472,0.4,0.7,0.3,0.3,0.4,0.1,2.3,2.6,1.9,1.5,4.5,1.9,0.4,0.8,0.2,0.3,0.2,0.7
"Memphis city, Tennessee",Memphis,2019,643396,11.1,0.8,2.3,0.2,430632,59472,136228,124737,65766,44429,0.8,0.5,0.4,0.9,1.5,0.8,2.3,1.8,1.8,2,3.5,3.2,0.2,0.2,0.2,0.2,0.2,0.3
"Mesa city, Arizona",Mesa,2010,433538,14.4,2.4,3.7,0.7,280903,37416,78693,101718,42248,20828,1.7,1.8,1.7,1.7,2.5,0.4,3.6,3.3,2.8,3.2,5.3,5.5,0.6,0,0.5,0.9,0.7,0.6
"Mesa city, Arizona",Mesa,2011,439530,15.6,1.4,3.9,0.8,289963,38509,75967,108540,43769,23178,1.1,1.5,2,0.9,0.2,0.5,3.6,1.8,4.4,3.7,3,4.7,0.9,0.2,1.2,0.8,1,0.8
"Mesa city, Arizona",Mesa,2012,446244,14.7,2.1,3.9,0.4,294318,34592,79053,107634,50314,22725,1.5,2,0.9,2,1.3,1,4.2,2.5,4.1,4.7,4.9,3.8,0.5,1.2,0.8,0,0.3,0.4
"Mesa city, Arizona",Mesa,2013,451964,13.9,1.7,3.4,0.8,299241,39081,78260,103913,49445,28542,1.2,0.3,1.4,1.4,1.4,0.3,3.8,2.9,4.2,3.9,3.8,3.3,1,0.9,1.2,1.3,0.4,0.3
"Mesa city, Arizona",Mesa,2014,459699,12.7,1.8,3.8,0.7,305195,40051,84571,108367,47848,24358,1.4,0.9,1.5,1.2,2.4,0.9,3.5,2.6,3,3.3,4.9,4.3,0.8,1.7,0.6,0.4,1,0.6
"Mesa city, Arizona",Mesa,2015,464856,15.2,1.7,3.1,0.6,314920,40580,78912,116159,53403,25866,1.2,0.2,1,1.6,1.4,1.4,3,1.8,2.8,2.9,4.3,2.9,0.7,0.4,0.6,0.6,0.9,1.3
"Mesa city, Arizona",Mesa,2016,480494,13.9,1.3,3.5,0.7,319479,36738,81752,116360,55222,29407,1.1,1.5,1,1,1.1,1.4,3.2,2.2,3.6,3.1,4,2.5,0.8,1,1.3,0.4,0.8,0.6
"Mesa city, Arizona",Mesa,2017,489244,12.8,1.6,4.2,0.4,326533,36406,79063,119112,64441,27511,1.3,1.6,0.3,2.3,0.8,1.1,4.3,1.6,4,3.7,7.4,3.4,0.3,0.8,0.6,0.2,0.2,0
"Mesa city, Arizona",Mesa,2018,500714,14.3,1.1,5.1,0.5,339062,39683,82788,125513,60953,30125,1.1,0.7,0.6,1.4,1.2,1.2,4.4,1.2,4.4,4.1,5.7,7.2,0.5,0.2,0.4,0.5,0.7,0.7
"Mesa city, Arizona",Mesa,2019,510026,12.1,1.1,3.1,0.6,344567,32899,80510,130643,67760,32755,1.1,2.6,0.7,1.1,0.6,1.1,3,0.5,3.2,3,3.8,3.1,0.6,0.8,0.6,0.5,0.6,0.6
"Milwaukee city, Wisconsin",Milwaukee,2010,585667,19.1,2,1.8,0.3,356525,69003,113487,97915,49454,26666,1.4,0.6,0.8,1.9,2.7,2,1.4,1.8,1,1.5,1.5,1.4,0.4,0.7,0,0.2,1,0.3
"Milwaukee city, Wisconsin",Milwaukee,2011,589185,18.8,2.2,2.1,0.8,360226,68189,108673,102195,54118,27051,1.6,1.3,1,2.3,1.6,1.6,1.6,1,0.9,1.5,3.2,3.5,0.7,0.8,0.9,0.1,0.8,1.1
"Milwaukee city, Wisconsin",Milwaukee,2012,590189,17,1.9,1.5,0.4,358002,64165,109263,105054,51331,28189,1.1,0.6,1,1.5,1.3,1.4,1.2,0.8,0.7,1.3,1.5,2.8,0.4,0.4,0.2,0.3,0.6,0.7
"Milwaukee city, Wisconsin",Milwaukee,2013,590337,15.5,1.9,1.9,0.6,365916,66603,108674,105836,55417,29386,1.5,0.5,0.7,1.1,3.9,3.3,1.4,1.1,0.9,1.1,2.8,2.6,0.5,0.5,0.3,0.1,1.4,1
"Milwaukee city, Wisconsin",Milwaukee,2014,592299,14.6,2.3,2.1,0.2,368229,62819,110713,108053,55574,31070,1.7,0.6,1,2,3.8,1.8,1.9,2.3,1.4,0.9,2.5,4.6,0.1,0.1,0,0,0.2,0.6
"Milwaukee city, Wisconsin",Milwaukee,2015,592277,13.9,2.2,1.8,0.6,371229,64207,106670,111629,60906,27817,1.7,1,1.1,2.1,3.1,1.5,1.4,0.7,1,1.3,2.1,3.3,0.5,0.2,0.6,0.3,0.7,1
"Milwaukee city, Wisconsin",Milwaukee,2016,587264,15.7,1.9,2,0.4,366000,61495,109937,109149,55503,29916,1.4,1.2,0.7,1.4,2.8,2,1.4,1.4,0.9,1,2.9,2.3,0.3,0.3,0.2,0.6,0.4,0
"Milwaukee city, Wisconsin",Milwaukee,2017,587109,13.1,1.7,2.2,0.6,370407,58263,119512,105113,55551,31968,1.3,0.7,0.5,1.2,2.9,2.1,1.7,1.5,1.1,1.8,1.7,4,0.7,1.6,0.5,0.3,0.6,0.7
"Milwaukee city, Wisconsin",Milwaukee,2018,584202,12.2,1.9,1.9,0.7,369360,58416,112113,107448,56277,35106,1.4,0.4,0.8,1.5,2.5,2.4,1.5,0.9,1.1,1.1,2.4,3.4,0.7,0.8,0.6,0.3,1.2,0.9
"Milwaukee city, Wisconsin",Milwaukee,2019,581896,10.6,1.8,2.2,0.5,372155,55208,113961,107205,62990,32791,1.3,1,1.1,1.3,1.3,2.2,1.8,1.2,0.6,1.9,3,4.4,0.4,0.6,0.3,0.5,0,0.6
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2010,594582,14.4,3.7,3.9,0.8,401233,64207,99174,103124,80191,54537,2.8,3,2.4,3.4,2.8,2.4,3.2,2.5,2,3.1,4.3,4.5,0.7,0.6,0.7,0.6,0.2,1.7
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2011,601835,13.5,3.7,4.1,1.1,406580,56621,104341,106861,91173,47584,2.8,1.8,3.6,2.9,2.8,1.8,3,1.1,2.5,3.2,3,5.5,0.9,2.3,0.8,0.3,0.6,1.1
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2012,612929,11.9,3.4,4.5,0.7,418289,54064,102821,110073,96811,54520,2.8,1.9,2.5,3.4,3.3,2.3,3.9,1.7,3.3,3.6,5.6,4.6,0.5,1,0.2,0,0.5,1.2
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2013,625702,11.8,2.9,4.3,1.1,428603,56290,102106,112195,98805,59207,2.5,1.5,2.9,2,3.2,2.2,3.5,0.5,2.2,3.1,4.4,7.6,1.1,1.1,0.6,1.2,1.2,1.3
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2014,634048,10.8,2.9,4.5,0.9,437627,58956,105425,112416,104938,55892,2.4,0.7,2.3,2.7,3,2.7,3.8,3.2,1.7,3.5,5.1,6,0.8,0.3,1,0.5,0.9,1.2
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2015,646119,11.9,2.4,3.7,0.8,446641,53348,107804,116058,103708,65723,2,0.8,2.1,2.3,2.6,1.7,3.3,3.1,0.9,2.5,5.2,5.6,0.8,1.5,0.8,0.6,0.4,1.1
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2016,651790,9.2,3.1,4.4,0.8,451227,57285,102745,114527,111340,65330,2.7,2.2,2.6,2.5,3.3,2.6,3.8,2.1,3,3.2,5.9,4.1,0.8,1,0.8,0.3,1.1,1.2
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2017,655387,11.4,2.3,4.5,0.7,458810,45180,102750,121838,123290,65752,2.4,1.2,1.2,2.5,2.8,3.9,4,1.3,2.2,3.8,5.6,6,0.6,0.2,0.9,0,1.2,0.2
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2018,656383,11.7,3.3,5,1,462469,50166,104323,114958,117815,75207,3,2.7,2.6,3.7,3.1,2.4,4.5,1.1,4,3.9,5.9,6,0.9,1.7,1.2,0.9,0.2,0.8
"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville,2019,657228,11.4,3.2,4.2,1.1,465969,48913,94245,112012,130797,80002,2.7,2.3,2.5,2.4,4.1,1.1,3.7,2.3,2.6,3.9,4.4,4.6,0.9,2.6,0.3,0.4,0.9,1.2
"Oklahoma City city, Oklahoma",Oklahoma City,2010,573796,12.9,3.1,3.6,0.7,378883,55333,98356,122437,69274,33483,3,2.2,2.4,3.9,2.6,3.1,3,3.4,2.8,2.2,3.7,4.2,0.5,0.4,1,0.6,0.2,0.1
"Oklahoma City city, Oklahoma",Oklahoma City,2011,582757,13.1,4.3,3,0.9,381296,58296,95837,117156,73365,36642,3.6,2.4,4.1,4.6,3.2,1.6,2.5,2.6,2.5,1.8,3.4,3.1,0.8,0.8,0.9,0.9,0.8,0.6
"Oklahoma City city, Oklahoma",Oklahoma City,2012,588318,13.2,3.8,2.9,0.7,388850,56602,99049,121773,75129,36297,3.3,2.5,3.6,3.4,2.9,3.8,2.9,3.3,2.2,2.8,3.7,3,0.6,0.4,0.5,0.3,0.8,1.3
"Oklahoma City city, Oklahoma",Oklahoma City,2013,600382,12.3,4.4,3.5,0.4,396866,67117,100643,120786,72652,35668,3.7,2.9,4,3.9,4.1,3.1,3.1,4.3,2.7,2.3,3.3,4.8,0.4,0.8,0.2,0.1,0.7,0.6
"Oklahoma City city, Oklahoma",Oklahoma City,2014,611777,12.2,3.7,3.3,0.7,405220,58517,104737,126598,76630,38738,3.4,3.1,4.9,3.2,2.2,2.1,2.9,2.1,3.6,2.9,2.5,3.4,0.6,0.7,0.6,0.3,1,0.9
"Oklahoma City city, Oklahoma",Oklahoma City,2015,621987,11.6,5.1,2.3,0.8,409659,59072,104800,122433,79476,43878,4.1,2.3,4.6,4.5,4.7,3.1,2.1,2,1.2,2.7,2,2.9,0.8,1.5,0.8,0.3,1.3,0.7
"Oklahoma City city, Oklahoma",Oklahoma City,2016,628887,12.6,4.2,2.8,0.6,413674,58712,102641,129583,79823,42915,3.6,3.7,3.7,4.8,2.6,1.8,2.6,1.8,2.5,2.1,3.6,3.9,0.7,1.7,0.7,0.1,0.8,0.3
"Oklahoma City city, Oklahoma",Oklahoma City,2017,631774,11.5,3.5,2.6,0.4,416688,53825,107166,126826,84247,44624,3.3,1.7,4,3.7,3.1,2.5,2.3,1.3,2,2.2,2.8,3.9,0.3,0.4,0.2,0.3,0.2,0.3
"Oklahoma City city, Oklahoma",Oklahoma City,2018,642383,12.4,3.3,3.5,0.6,424409,55330,106090,132128,82707,48154,3.1,1.8,3,3.5,3.6,2.9,3,0.9,2.1,3.9,3.9,3.3,0.6,1.2,0.5,0.5,0.5,0.6
"Oklahoma City city, Oklahoma",Oklahoma City,2019,644618,11.7,3.8,3,0.5,431007,57225,114039,125536,83515,50692,3.2,1.5,2.6,3.8,4.1,3.3,2.8,4.3,2.2,2.8,2.2,3.2,0.5,0.8,0.6,0.1,0.8,0.5
"Portland city, Oregon",Portland,2010,577463,12.5,3.2,4.9,0.8,410687,45791,72839,118687,108091,65279,2.8,2.3,3.2,3.2,2.3,3.1,4.5,1.4,2.4,4.6,6.4,5.7,0.7,1,0.8,0.3,0.8,1
"Portland city, Oregon",Portland,2011,588652,12,3.7,4.5,1.3,424561,41396,77447,123404,107641,74673,2.8,2.6,4,3.1,2.5,1.4,4,2.5,3.7,2.9,5.1,5.4,1.1,2.9,0.8,0.8,0.7,1.6
"Portland city, Oregon",Portland,2012,597229,11.3,2.7,4.9,0.8,436937,35847,73967,132392,114884,79847,2.3,2.7,1.4,2.6,2.3,2.4,4.3,0.6,3.8,3.3,4.9,7.1,0.9,0.2,1.5,0.8,0.9,1.1
"Portland city, Oregon",Portland,2013,603324,13,4,4.4,0.8,443687,41596,73375,124626,122015,82075,3.3,4.5,3.2,3.6,3.3,2.2,4,2.1,1.9,3.3,5.3,5.7,0.7,0.9,0.2,0.1,1.2,1.2
"Portland city, Oregon",Portland,2014,613097,11.7,3.9,4.3,0.9,450953,35696,74362,133144,127091,80660,3.4,3,2.9,3.2,4.4,2.8,3.7,1.6,2,4,5.1,3.5,0.8,0.1,0.7,0.3,1.4,1.2
"Portland city, Oregon",Portland,2015,624849,11.1,2.9,4.7,0.9,462743,40354,69251,128287,135811,89040,2.6,2.3,2.9,3.3,2.2,2.1,4.2,1.2,2.2,4.8,5.1,5,0.8,0.1,0.4,0.6,1.1,1.1
"Portland city, Oregon",Portland,2016,633013,11.6,2.8,4.8,1.7,471385,39109,69804,128677,139129,94666,2.5,2.3,2.4,3.1,2.1,2.2,4.6,0.5,4.8,3,6.4,5.8,1.4,3.6,1.1,0.8,1.5,1.3
"Portland city, Oregon",Portland,2017,641113,10.4,3.1,4.7,1.1,476631,34780,77542,126623,141699,95987,3,5.6,2.4,3,2.7,2.7,4.3,2.6,2.9,4.2,4.5,5.9,0.9,1.3,0.5,0.3,0.9,1.9
"Portland city, Oregon",Portland,2018,647558,10.2,3.3,4,0.9,486275,34427,72135,133123,145252,101338,2.8,2.5,1.8,3.5,3.6,1.5,3.6,0.5,3.6,2.8,4.5,4.7,0.9,1.6,0.2,1,0.5,1.7
"Portland city, Oregon",Portland,2019,648136,9.9,2.8,4.3,0.6,487931,31856,73331,124946,153312,104486,2.6,1.5,2.1,3,3.5,1.3,3.9,3,2.6,2.9,5,4.8,0.5,0.8,0.6,0.3,0.7,0.5
"Sacramento city, California",Sacramento,2010,460918,17.1,4.8,1.6,0.5,300055,54915,62200,98533,54186,30221,3.7,3.2,2.4,3.7,5.4,4.4,1.4,0.6,1.1,2.1,0.7,2.2,0.4,0.3,0.3,0.4,0.5,0.7
"Sacramento city, California",Sacramento,2011,464380,17.1,3,1.2,0.3,300724,55342,60578,98910,54323,31571,2.4,1.7,2.6,2.3,3.5,1.6,1.2,0.1,0.6,1.5,1.5,2.7,0.4,0.8,0,0.4,0.6,0.2
"Sacramento city, California",Sacramento,2012,470283,15.7,3.3,1.8,0.5,307778,51006,63824,102845,57785,32318,2.6,1.8,2.2,2.6,4.1,2,1.9,1,1.1,2,2.7,2.9,0.6,0.2,0.1,0.3,1.1,1.9
"Sacramento city, California",Sacramento,2013,472456,14.8,4.3,1.1,0.7,313046,50874,70413,99684,58125,33950,3.9,3.6,2.9,3.6,5.2,4.7,1.2,0.6,0.5,0.9,1.9,3.5,0.9,1,1.1,0.1,1.6,1.1
"Sacramento city, California",Sacramento,2014,480443,12.9,4,1.5,0.5,315080,52942,66735,101750,58113,35540,3.6,2,3.3,3.9,5.1,3.2,1.3,0.5,1.1,1,1.9,3.2,0.5,0.5,0.2,0.4,0.9,0.6
